1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 1, 2
9865, none, theabyss:blue_forest, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
9866, none, theabyss:blue_forest, MONSTER, theabyss:soul_guard, 5, 2, 3
9867, none, theabyss:blue_forest, MONSTER, theabyss:shattered_zombie, 5, 1, 4
9868, none, theabyss:blue_forest, MONSTER, theabyss:powered_wolf, 10, 1, 2
9869, none, theabyss:blue_forest, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
9870, none, theabyss:blue_forest, MONSTER, experimental_m:rotscal, 5, 1, 1
9871, none, theabyss:blue_forest, MONSTER, theabyss:lokus, 10, 1, 1
9872, none, theabyss:blue_forest, MONSTER, theabyss:infected_wolf, 5, 1, 2
9873, none, theabyss:blue_forest, MONSTER, theabyss:infected_spider, 30, 2, 3
9874, none, theabyss:blue_forest, MONSTER, theabyss:infected_creeper, 28, 1, 3
9875, none, theabyss:blue_forest, MONSTER, theabyss:hylia_fox, 5, 1, 1
9876, none, theabyss:blue_forest, MONSTER, theabyss:guard, 5, 1, 3
9877, none, theabyss:blue_forest, MONSTER, theabyss:end_spider, 8, 2, 4
9878, none, theabyss:blue_forest, MONSTER, theabyss:elder, 5, 1, 2
9879, none, theabyss:blue_forest, MONSTER, experimental_m:morb, 7, 1, 1
9880, none, theabyss:blue_forest, MONSTER, experimental_m:kullo, 7, 1, 1
9881, none, theabyss:blue_forest, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
9882, none, theabyss:blue_forest, MONSTER, experimental_m:chilopoto, 6, 1, 2
9883, none, theabyss:blue_forest, CREATURE, minecraft:bat, 15, 1, 12
9884, none, theabyss:blue_forest, CREATURE, untitledduckmod:duck, 22, 1, 2
9885, none, theabyss:blue_forest, CREATURE, untitledduckmod:goose, 22, 1, 2
9886, none, theabyss:blue_forest, WATER_CREATURE, experimental_m:guara, 10, 1, 1
9887, none, theabyss:slime_forest, MONSTER, geode:redstonegeode, 20, 1, 1
9888, none, theabyss:slime_forest, MONSTER, geode:quartzgeode, 20, 1, 1
9889, none, theabyss:slime_forest, MONSTER, geode:lapisgeode, 20, 1, 1
9890, none, theabyss:slime_forest, MONSTER, geode:irongeode, 20, 1, 1
9891, none, theabyss:slime_forest, MONSTER, geode:goldgeode, 20, 1, 1
9892, none, theabyss:slime_forest, MONSTER, geode:glowstonegeode, 20, 1, 1
9893, none, theabyss:slime_forest, MONSTER, geode:emeraldgeode, 20, 1, 1
9894, none, theabyss:slime_forest, MONSTER, geode:diamondgeode, 25, 1, 1
9895, none, theabyss:slime_forest, MONSTER, geode:coalgeode, 20, 1, 1
9896, none, theabyss:slime_forest, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
9897, none, theabyss:slime_forest, MONSTER, theabyss:slime_spider, 20, 1, 1
9898, none, theabyss:slime_forest, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
9899, none, theabyss:slime_forest, MONSTER, experimental_m:rotscal, 5, 1, 1
9900, none, theabyss:slime_forest, MONSTER, theabyss:guard, 5, 1, 3
9901, none, theabyss:slime_forest, MONSTER, theabyss:end_spider, 8, 2, 4
9902, none, theabyss:slime_forest, MONSTER, theabyss:crystal_golem, 5, 1, 1
9903, none, theabyss:slime_forest, MONSTER, theabyss:brain_walker, 30, 1, 2
9904, none, theabyss:slime_forest, MONSTER, experimental_m:morb, 7, 1, 1
9905, none, theabyss:slime_forest, MONSTER, experimental_m:kullo, 7, 1, 1
9906, none, theabyss:slime_forest, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
9907, none, theabyss:slime_forest, MONSTER, experimental_m:chilopoto, 6, 1, 2
9908, none, theabyss:slime_forest, CREATURE, untitledduckmod:duck, 22, 1, 2
9909, none, theabyss:slime_forest, CREATURE, untitledduckmod:goose, 22, 1, 2
9910, none, theabyss:slime_forest, WATER_CREATURE, experimental_m:guara, 10, 1, 1
9911, none, theabyss:roggen_forest, MONSTER, geode:redstonegeode, 20, 1, 1
9912, none, theabyss:roggen_forest, MONSTER, geode:quartzgeode, 20, 1, 1
9913, none, theabyss:roggen_forest, MONSTER, geode:lapisgeode, 20, 1, 1
9914, none, theabyss:roggen_forest, MONSTER, geode:irongeode, 20, 1, 1
9915, none, theabyss:roggen_forest, MONSTER, geode:goldgeode, 20, 1, 1
9916, none, theabyss:roggen_forest, MONSTER, geode:glowstonegeode, 20, 1, 1
9917, none, theabyss:roggen_forest, MONSTER, geode:emeraldgeode, 20, 1, 1
9918, none, theabyss:roggen_forest, MONSTER, geode:diamondgeode, 25, 1, 1
9919, none, theabyss:roggen_forest, MONSTER, geode:coalgeode, 20, 1, 1
9920, none, theabyss:roggen_forest, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
9921, none, theabyss:roggen_forest, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
9922, none, theabyss:roggen_forest, MONSTER, experimental_m:rotscal, 5, 1, 1
9923, none, theabyss:roggen_forest, MONSTER, experimental_m:morb, 7, 1, 1
9924, none, theabyss:roggen_forest, MONSTER, experimental_m:kullo, 7, 1, 1
9925, none, theabyss:roggen_forest, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
9926, none, theabyss:roggen_forest, MONSTER, experimental_m:chilopoto, 6, 1, 2
9927, none, theabyss:roggen_forest, CREATURE, minecraft:bat, 15, 1, 12
9928, none, theabyss:roggen_forest, CREATURE, untitledduckmod:duck, 22, 1, 2
9929, none, theabyss:roggen_forest, CREATURE, untitledduckmod:goose, 22, 1, 2
9930, none, theabyss:roggen_forest, WATER_CREATURE, experimental_m:guara, 10, 1, 1
9931, none, theabyss:radio_biome, MONSTER, geode:redstonegeode, 20, 1, 1
9932, none, theabyss:radio_biome, MONSTER, geode:quartzgeode, 20, 1, 1
9933, none, theabyss:radio_biome, MONSTER, geode:lapisgeode, 20, 1, 1
9934, none, theabyss:radio_biome, MONSTER, geode:irongeode, 20, 1, 1
9935, none, theabyss:radio_biome, MONSTER, geode:goldgeode, 20, 1, 1
9936, none, theabyss:radio_biome, MONSTER, geode:glowstonegeode, 20, 1, 1
9937, none, theabyss:radio_biome, MONSTER, geode:emeraldgeode, 20, 1, 1
9938, none, theabyss:radio_biome, MONSTER, geode:diamondgeode, 25, 1, 1
9939, none, theabyss:radio_biome, MONSTER, geode:coalgeode, 20, 1, 1
9940, none, theabyss:radio_biome, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
9941, none, theabyss:radio_biome, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
9942, none, theabyss:radio_biome, MONSTER, experimental_m:rotscal, 5, 1, 1
9943, none, theabyss:radio_biome, MONSTER, experimental_m:morb, 7, 1, 1
9944, none, theabyss:radio_biome, MONSTER, experimental_m:kullo, 7, 1, 1
9945, none, theabyss:radio_biome, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
9946, none, theabyss:radio_biome, MONSTER, experimental_m:chilopoto, 6, 1, 2
9947, none, theabyss:radio_biome, CREATURE, untitledduckmod:duck, 22, 1, 2
9948, none, theabyss:radio_biome, CREATURE, untitledduckmod:goose, 22, 1, 2
9949, none, theabyss:radio_biome, WATER_CREATURE, experimental_m:guara, 10, 1, 1
9950, none, theabyss:pocket_biome, MONSTER, geode:redstonegeode, 20, 1, 1
9951, none, theabyss:pocket_biome, MONSTER, geode:quartzgeode, 20, 1, 1
9952, none, theabyss:pocket_biome, MONSTER, geode:lapisgeode, 20, 1, 1
9953, none, theabyss:pocket_biome, MONSTER, geode:irongeode, 20, 1, 1
9954, none, theabyss:pocket_biome, MONSTER, geode:goldgeode, 20, 1, 1
9955, none, theabyss:pocket_biome, MONSTER, geode:glowstonegeode, 20, 1, 1
9956, none, theabyss:pocket_biome, MONSTER, geode:emeraldgeode, 20, 1, 1
9957, none, theabyss:pocket_biome, MONSTER, geode:diamondgeode, 25, 1, 1
9958, none, theabyss:pocket_biome, MONSTER, geode:coalgeode, 20, 1, 1
9959, none, theabyss:pocket_biome, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
9960, none, theabyss:pocket_biome, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
9961, none, theabyss:pocket_biome, MONSTER, experimental_m:rotscal, 5, 1, 1
9962, none, theabyss:pocket_biome, MONSTER, experimental_m:morb, 7, 1, 1
9963, none, theabyss:pocket_biome, MONSTER, experimental_m:kullo, 7, 1, 1
9964, none, theabyss:pocket_biome, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
9965, none, theabyss:pocket_biome, MONSTER, experimental_m:chilopoto, 6, 1, 2
9966, none, theabyss:pocket_biome, CREATURE, untitledduckmod:duck, 22, 1, 2
9967, none, theabyss:pocket_biome, CREATURE, untitledduckmod:goose, 22, 1, 2
9968, none, theabyss:pocket_biome, WATER_CREATURE, experimental_m:guara, 10, 1, 1
9969, none, theabyss:mud_plains, MONSTER, geode:redstonegeode, 20, 1, 1
9970, none, theabyss:mud_plains, MONSTER, geode:quartzgeode, 20, 1, 1
9971, none, theabyss:mud_plains, MONSTER, geode:lapisgeode, 20, 1, 1
9972, none, theabyss:mud_plains, MONSTER, geode:irongeode, 20, 1, 1
9973, none, theabyss:mud_plains, MONSTER, geode:goldgeode, 20, 1, 1
9974, none, theabyss:mud_plains, MONSTER, geode:glowstonegeode, 20, 1, 1
9975, none, theabyss:mud_plains, MONSTER, geode:emeraldgeode, 20, 1, 1
9976, none, theabyss:mud_plains, MONSTER, geode:diamondgeode, 25, 1, 1
9977, none, theabyss:mud_plains, MONSTER, geode:coalgeode, 20, 1, 1
9978, none, theabyss:mud_plains, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
9979, none, theabyss:mud_plains, MONSTER, theabyss:shattered_zombie, 5, 1, 4
9980, none, theabyss:mud_plains, MONSTER, theabyss:raptor, 12, 1, 3
9981, none, theabyss:mud_plains, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
9982, none, theabyss:mud_plains, MONSTER, theabyss:mud_zombie, 12, 3, 5
9983, none, theabyss:mud_plains, MONSTER, experimental_m:rotscal, 5, 1, 1
9984, none, theabyss:mud_plains, MONSTER, theabyss:infected_zombie, 9, 2, 3
9985, none, theabyss:mud_plains, MONSTER, theabyss:infceted_cow, 11, 1, 3
9986, none, theabyss:mud_plains, MONSTER, theabyss:glow_pug, 5, 1, 2
9987, none, theabyss:mud_plains, MONSTER, theabyss:end_spider, 8, 2, 4
9988, none, theabyss:mud_plains, MONSTER, experimental_m:morb, 7, 1, 1
9989, none, theabyss:mud_plains, MONSTER, experimental_m:kullo, 7, 1, 1
9990, none, theabyss:mud_plains, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
9991, none, theabyss:mud_plains, MONSTER, experimental_m:chilopoto, 6, 1, 2
9992, none, theabyss:mud_plains, CREATURE, exoticbirds:pigeon, 12, 2, 3
9993, none, theabyss:mud_plains, CREATURE, untitledduckmod:duck, 22, 1, 2
9994, none, theabyss:mud_plains, CREATURE, untitledduckmod:goose, 22, 1, 2
9995, none, theabyss:mud_plains, WATER_CREATURE, experimental_m:guara, 10, 1, 1
9996, none, theabyss:infected_lake, MONSTER, geode:redstonegeode, 20, 1, 1
9997, none, theabyss:infected_lake, MONSTER, geode:quartzgeode, 20, 1, 1
9998, none, theabyss:infected_lake, MONSTER, geode:lapisgeode, 20, 1, 1
9999, none, theabyss:infected_lake, MONSTER, geode:irongeode, 20, 1, 1
10000, none, theabyss:infected_lake, MONSTER, geode:goldgeode, 20, 1, 1
10001, none, theabyss:infected_lake, MONSTER, geode:glowstonegeode, 20, 1, 1
10002, none, theabyss:infected_lake, MONSTER, geode:emeraldgeode, 20, 1, 1
10003, none, theabyss:infected_lake, MONSTER, geode:diamondgeode, 25, 1, 1
10004, none, theabyss:infected_lake, MONSTER, geode:coalgeode, 20, 1, 1
10005, none, theabyss:infected_lake, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
10006, none, theabyss:infected_lake, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
10007, none, theabyss:infected_lake, MONSTER, experimental_m:rotscal, 5, 1, 1
10008, none, theabyss:infected_lake, MONSTER, experimental_m:morb, 7, 1, 1
10009, none, theabyss:infected_lake, MONSTER, experimental_m:kullo, 7, 1, 1
10010, none, theabyss:infected_lake, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
10011, none, theabyss:infected_lake, MONSTER, experimental_m:chilopoto, 6, 1, 2
10012, none, theabyss:infected_lake, CREATURE, exoticbirds:pigeon, 12, 2, 3
10013, none, theabyss:infected_lake, CREATURE, untitledduckmod:duck, 22, 1, 2
10014, none, theabyss:infected_lake, CREATURE, untitledduckmod:goose, 22, 1, 2
10015, none, theabyss:infected_lake, WATER_CREATURE, experimental_m:guara, 10, 1, 1
10016, none, theabyss:fungal_forest, MONSTER, geode:redstonegeode, 20, 1, 1
10017, none, theabyss:fungal_forest, MONSTER, geode:quartzgeode, 20, 1, 1
10018, none, theabyss:fungal_forest, MONSTER, geode:lapisgeode, 20, 1, 1
10019, none, theabyss:fungal_forest, MONSTER, geode:irongeode, 20, 1, 1
10020, none, theabyss:fungal_forest, MONSTER, geode:goldgeode, 20, 1, 1
10021, none, theabyss:fungal_forest, MONSTER, geode:glowstonegeode, 20, 1, 1
10022, none, theabyss:fungal_forest, MONSTER, geode:emeraldgeode, 20, 1, 1
10023, none, theabyss:fungal_forest, MONSTER, geode:diamondgeode, 25, 1, 1
10024, none, theabyss:fungal_forest, MONSTER, geode:coalgeode, 20, 1, 1
10025, none, theabyss:fungal_forest, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
10026, none, theabyss:fungal_forest, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
10027, none, theabyss:fungal_forest, MONSTER, experimental_m:rotscal, 5, 1, 1
10028, none, theabyss:fungal_forest, MONSTER, theabyss:magical_deer, 30, 1, 2
10029, none, theabyss:fungal_forest, MONSTER, experimental_m:morb, 7, 1, 1
10030, none, theabyss:fungal_forest, MONSTER, experimental_m:kullo, 7, 1, 1
10031, none, theabyss:fungal_forest, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
10032, none, theabyss:fungal_forest, MONSTER, experimental_m:chilopoto, 6, 1, 2
10033, none, theabyss:fungal_forest, CREATURE, minecraft:bat, 15, 1, 12
10034, none, theabyss:fungal_forest, CREATURE, untitledduckmod:duck, 22, 1, 2
10035, none, theabyss:fungal_forest, CREATURE, untitledduckmod:goose, 22, 1, 2
10036, none, theabyss:fungal_forest, WATER_CREATURE, experimental_m:guara, 10, 1, 1
10037, none, theabyss:forgottenmountains, MONSTER, geode:redstonegeode, 20, 1, 1
10038, none, theabyss:forgottenmountains, MONSTER, geode:quartzgeode, 20, 1, 1
10039, none, theabyss:forgottenmountains, MONSTER, geode:lapisgeode, 20, 1, 1
10040, none, theabyss:forgottenmountains, MONSTER, geode:irongeode, 20, 1, 1
10041, none, theabyss:forgottenmountains, MONSTER, geode:goldgeode, 20, 1, 1
10042, none, theabyss:forgottenmountains, MONSTER, geode:glowstonegeode, 20, 1, 1
10043, none, theabyss:forgottenmountains, MONSTER, geode:emeraldgeode, 20, 1, 1
10044, none, theabyss:forgottenmountains, MONSTER, geode:diamondgeode, 25, 1, 1
10045, none, theabyss:forgottenmountains, MONSTER, geode:coalgeode, 20, 1, 1
10046, none, theabyss:forgottenmountains, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
10047, none, theabyss:forgottenmountains, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
10048, none, theabyss:forgottenmountains, MONSTER, experimental_m:rotscal, 5, 1, 1
10049, none, theabyss:forgottenmountains, MONSTER, theabyss:ice_knight, 5, 1, 1
10050, none, theabyss:forgottenmountains, MONSTER, experimental_m:morb, 7, 1, 1
10051, none, theabyss:forgottenmountains, MONSTER, experimental_m:kullo, 7, 1, 1
10052, none, theabyss:forgottenmountains, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
10053, none, theabyss:forgottenmountains, MONSTER, experimental_m:chilopoto, 6, 1, 2
10054, none, theabyss:forgottenmountains, CREATURE, exoticbirds:penguin, 6, 2, 3
10055, none, theabyss:forgottenmountains, CREATURE, untitledduckmod:duck, 22, 1, 2
10056, none, theabyss:forgottenmountains, CREATURE, untitledduckmod:goose, 22, 1, 2
10057, none, theabyss:forgottenmountains, AMBIENT, minecraft:pig, 10, 1, 1
10058, none, theabyss:forgottenmountains, WATER_CREATURE, experimental_m:guara, 10, 1, 1
10059, none, theabyss:dream_biome, MONSTER, geode:redstonegeode, 20, 1, 1
10060, none, theabyss:dream_biome, MONSTER, geode:quartzgeode, 20, 1, 1
10061, none, theabyss:dream_biome, MONSTER, geode:lapisgeode, 20, 1, 1
10062, none, theabyss:dream_biome, MONSTER, geode:irongeode, 20, 1, 1
10063, none, theabyss:dream_biome, MONSTER, geode:goldgeode, 20, 1, 1
10064, none, theabyss:dream_biome, MONSTER, geode:glowstonegeode, 20, 1, 1
10065, none, theabyss:dream_biome, MONSTER, geode:emeraldgeode, 20, 1, 1
10066, none, theabyss:dream_biome, MONSTER, geode:diamondgeode, 25, 1, 1
10067, none, theabyss:dream_biome, MONSTER, geode:coalgeode, 20, 1, 1
10068, none, theabyss:dream_biome, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
10069, none, theabyss:dream_biome, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
10070, none, theabyss:dream_biome, MONSTER, experimental_m:rotscal, 5, 1, 1
10071, none, theabyss:dream_biome, MONSTER, experimental_m:morb, 7, 1, 1
10072, none, theabyss:dream_biome, MONSTER, experimental_m:kullo, 7, 1, 1
10073, none, theabyss:dream_biome, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
10074, none, theabyss:dream_biome, MONSTER, experimental_m:chilopoto, 6, 1, 2
10075, none, theabyss:dream_biome, CREATURE, untitledduckmod:duck, 22, 1, 2
10076, none, theabyss:dream_biome, CREATURE, untitledduckmod:goose, 22, 1, 2
10077, none, theabyss:dream_biome, WATER_CREATURE, experimental_m:guara, 10, 1, 1
10078, none, theabyss:blue_mountain, MONSTER, geode:redstonegeode, 20, 1, 1
10079, none, theabyss:blue_mountain, MONSTER, geode:quartzgeode, 20, 1, 1
10080, none, theabyss:blue_mountain, MONSTER, geode:lapisgeode, 20, 1, 1
10081, none, theabyss:blue_mountain, MONSTER, geode:irongeode, 20, 1, 1
10082, none, theabyss:blue_mountain, MONSTER, geode:goldgeode, 20, 1, 1
10083, none, theabyss:blue_mountain, MONSTER, geode:glowstonegeode, 20, 1, 1
10084, none, theabyss:blue_mountain, MONSTER, geode:emeraldgeode, 20, 1, 1
10085, none, theabyss:blue_mountain, MONSTER, geode:diamondgeode, 25, 1, 1
10086, none, theabyss:blue_mountain, MONSTER, geode:coalgeode, 20, 1, 1
10087, none, theabyss:blue_mountain, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
10088, none, theabyss:blue_mountain, MONSTER, theabyss:versa_whale, 15, 1, 1
10089, none, theabyss:blue_mountain, MONSTER, theabyss:soul_guard, 5, 2, 3
10090, none, theabyss:blue_mountain, MONSTER, theabyss:scorpion, 5, 2, 3
10091, none, theabyss:blue_mountain, MONSTER, theabyss:powered_wolf, 10, 1, 2
10092, none, theabyss:blue_mountain, MONSTER, theabyss:night_hunter, 5, 1, 1
10093, none, theabyss:blue_mountain, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
10094, none, theabyss:blue_mountain, MONSTER, experimental_m:rotscal, 5, 1, 1
10095, none, theabyss:blue_mountain, MONSTER, theabyss:magician, 5, 1, 1
10096, none, theabyss:blue_mountain, MONSTER, theabyss:infected_zombie, 9, 2, 3
10097, none, theabyss:blue_mountain, MONSTER, theabyss:infected_wolf, 5, 1, 2
10098, none, theabyss:blue_mountain, MONSTER, theabyss:infceted_cow, 11, 1, 3
10099, none, theabyss:blue_mountain, MONSTER, theabyss:hylia_fox, 5, 1, 1
10100, none, theabyss:blue_mountain, MONSTER, theabyss:guard, 5, 1, 3
10101, none, theabyss:blue_mountain, MONSTER, theabyss:end_spider, 8, 2, 4
10102, none, theabyss:blue_mountain, MONSTER, theabyss:elder, 5, 1, 2
10103, none, theabyss:blue_mountain, MONSTER, theabyss:abyssal_lion, 10, 1, 2
10104, none, theabyss:blue_mountain, MONSTER, experimental_m:morb, 7, 1, 1
10105, none, theabyss:blue_mountain, MONSTER, experimental_m:kullo, 7, 1, 1
10106, none, theabyss:blue_mountain, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
10107, none, theabyss:blue_mountain, MONSTER, experimental_m:chilopoto, 6, 1, 2
10108, none, theabyss:blue_mountain, CREATURE, untitledduckmod:duck, 22, 1, 2
10109, none, theabyss:blue_mountain, CREATURE, untitledduckmod:goose, 22, 1, 2
10110, none, theabyss:blue_mountain, WATER_CREATURE, experimental_m:guara, 10, 1, 1
10111, none, theabyss:phantom_crate, MONSTER, geode:redstonegeode, 20, 1, 1
10112, none, theabyss:phantom_crate, MONSTER, geode:quartzgeode, 20, 1, 1
10113, none, theabyss:phantom_crate, MONSTER, geode:lapisgeode, 20, 1, 1
10114, none, theabyss:phantom_crate, MONSTER, geode:irongeode, 20, 1, 1
10115, none, theabyss:phantom_crate, MONSTER, geode:goldgeode, 20, 1, 1
10116, none, theabyss:phantom_crate, MONSTER, geode:glowstonegeode, 20, 1, 1
10117, none, theabyss:phantom_crate, MONSTER, geode:emeraldgeode, 20, 1, 1
10118, none, theabyss:phantom_crate, MONSTER, geode:diamondgeode, 25, 1, 1
10119, none, theabyss:phantom_crate, MONSTER, geode:coalgeode, 20, 1, 1
10120, none, theabyss:phantom_crate, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
10121, none, theabyss:phantom_crate, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
10122, none, theabyss:phantom_crate, MONSTER, experimental_m:rotscal, 5, 1, 1
10123, none, theabyss:phantom_crate, MONSTER, theabyss:infected_zombie, 9, 2, 3
10124, none, theabyss:phantom_crate, MONSTER, theabyss:infected_phantom, 30, 1, 2
10125, none, theabyss:phantom_crate, MONSTER, theabyss:haunted_skeleton, 30, 1, 2
10126, none, theabyss:phantom_crate, MONSTER, theabyss:guard, 5, 1, 3
10127, none, theabyss:phantom_crate, MONSTER, theabyss:abyssal_lion, 10, 1, 2
10128, none, theabyss:phantom_crate, MONSTER, experimental_m:morb, 7, 1, 1
10129, none, theabyss:phantom_crate, MONSTER, experimental_m:kullo, 7, 1, 1
10130, none, theabyss:phantom_crate, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
10131, none, theabyss:phantom_crate, MONSTER, experimental_m:chilopoto, 6, 1, 2
10132, none, theabyss:phantom_crate, CREATURE, minecraft:bat, 15, 1, 12
10133, none, theabyss:phantom_crate, CREATURE, untitledduckmod:duck, 22, 1, 2
10134, none, theabyss:phantom_crate, CREATURE, untitledduckmod:goose, 22, 1, 2
10135, none, theabyss:phantom_crate, WATER_CREATURE, experimental_m:guara, 10, 1, 1
10136, forest, graveyard:haunted_forest, MONSTER, graveyard:ghoul, 30, 2, 3
10137, forest, graveyard:haunted_forest, MONSTER, graveyard:skeleton_creeper, 30, 1, 2
10138, forest, graveyard:haunted_forest, MONSTER, minecraft:spider, 30, 1, 2
10139, forest, graveyard:haunted_forest, MONSTER, minecraft:zombie, 30, 1, 2
10140, forest, graveyard:haunted_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
10141, forest, graveyard:haunted_forest, MONSTER, minecraft:skeleton, 30, 1, 2
10142, forest, graveyard:haunted_forest, MONSTER, minecraft:creeper, 30, 1, 2
10143, forest, graveyard:haunted_forest, MONSTER, minecraft:slime, 30, 1, 2
10144, forest, graveyard:haunted_forest, MONSTER, minecraft:enderman, 10, 1, 2
10145, forest, graveyard:haunted_forest, MONSTER, minecraft:witch, 5, 1, 1
10146, forest, graveyard:haunted_forest, MONSTER, geode:redstonegeode, 20, 1, 1
10147, forest, graveyard:haunted_forest, MONSTER, geode:quartzgeode, 20, 1, 1
10148, forest, graveyard:haunted_forest, MONSTER, geode:lapisgeode, 20, 1, 1
10149, forest, graveyard:haunted_forest, MONSTER, geode:irongeode, 20, 1, 1
10150, forest, graveyard:haunted_forest, MONSTER, geode:goldgeode, 20, 1, 1
10151, forest, graveyard:haunted_forest, MONSTER, geode:glowstonegeode, 20, 1, 1
10152, forest, graveyard:haunted_forest, MONSTER, geode:emeraldgeode, 20, 1, 1
10153, forest, graveyard:haunted_forest, MONSTER, geode:diamondgeode, 25, 1, 1
10154, forest, graveyard:haunted_forest, MONSTER, geode:coalgeode, 20, 1, 1
10155, forest, graveyard:haunted_forest, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
10156, forest, graveyard:haunted_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
10157, forest, graveyard:haunted_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
10158, forest, graveyard:haunted_forest, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
10159, forest, graveyard:haunted_forest, MONSTER, experimental_m:rotscal, 5, 1, 1
10160, forest, graveyard:haunted_forest, MONSTER, dungeonsmod:rogue, 5, 1, 1
10161, forest, graveyard:haunted_forest, MONSTER, dungeonsmod:crow, 5, 1, 1
10162, forest, graveyard:haunted_forest, MONSTER, touhou_little_maid:fairy, 30, 1, 2
10163, forest, graveyard:haunted_forest, MONSTER, experimental_m:morb, 7, 1, 1
10164, forest, graveyard:haunted_forest, MONSTER, experimental_m:kullo, 7, 1, 1
10165, forest, graveyard:haunted_forest, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
10166, forest, graveyard:haunted_forest, MONSTER, experimental_m:chilopoto, 6, 1, 2
10167, forest, graveyard:haunted_forest, CREATURE, minecraft:fox, 8, 2, 3
10168, forest, graveyard:haunted_forest, CREATURE, minecraft:wolf, 8, 3, 5
10169, forest, graveyard:haunted_forest, CREATURE, minecraft:sheep, 10, 3, 5
10170, forest, graveyard:haunted_forest, CREATURE, minecraft:pig, 10, 3, 5
10171, forest, graveyard:haunted_forest, CREATURE, minecraft:cat, 5, 1, 1
10172, forest, graveyard:haunted_forest, CREATURE, exoticbirds:bluejay, 12, 2, 3
10173, forest, graveyard:haunted_forest, CREATURE, exoticbirds:cardinal, 12, 2, 3
10174, forest, graveyard:haunted_forest, CREATURE, exoticbirds:robin, 12, 2, 3
10175, forest, graveyard:haunted_forest, CREATURE, exoticbirds:lyrebird, 8, 2, 3
10176, forest, graveyard:haunted_forest, CREATURE, exoticbirds:peafowl, 6, 2, 3
10177, forest, graveyard:haunted_forest, CREATURE, exoticbirds:magpie, 12, 2, 3
10178, forest, graveyard:haunted_forest, CREATURE, exoticbirds:owl, 6, 2, 3
10179, forest, graveyard:haunted_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
10180, forest, graveyard:haunted_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 3
10181, forest, graveyard:haunted_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
10182, forest, graveyard:haunted_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
10183, forest, graveyard:haunted_forest, CREATURE, alexsmobs:crow, 10, 2, 2
10184, forest, graveyard:haunted_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
10185, forest, graveyard:haunted_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
10186, forest, graveyard:haunted_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
10187, forest, graveyard:haunted_forest, CREATURE, alexsmobs:crow, 10, 2, 2
10188, forest, graveyard:haunted_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
