1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 1, 2
8081, forest, graveyard:eroded_haunted_forest, AMBIENT, alexsmobs:fly, 5, 2, 3
8082, forest, graveyard:eroded_haunted_forest, AMBIENT, alexsmobs:cockroach, 5, 1, 3
8083, forest, graveyard:eroded_haunted_forest, AMBIENT, terraincognita:butterfly, 28, 2, 3
8084, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
8085, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
8086, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
8087, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
8088, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
8089, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
8090, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
8091, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
8092, forest, graveyard:eroded_haunted_forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
8093, none, boss_tools:moon, MONSTER, boss_tools:alien_zombie, 20, 5, 5
8094, none, boss_tools:moon, MONSTER, boss_tools:star_crawler, 20, 5, 5
8095, none, boss_tools:moon, MONSTER, geode:redstonegeode, 30, 1, 1
8096, none, boss_tools:moon, MONSTER, geode:quartzgeode, 45, 1, 1
8097, none, boss_tools:moon, MONSTER, geode:lapisgeode, 35, 1, 1
8098, none, boss_tools:moon, MONSTER, geode:irongeode, 40, 1, 1
8099, none, boss_tools:moon, MONSTER, geode:goldgeode, 35, 1, 1
8100, none, boss_tools:moon, MONSTER, geode:glowstonegeode, 45, 1, 1
8101, none, boss_tools:moon, MONSTER, geode:emeraldgeode, 45, 1, 1
8102, none, boss_tools:moon, MONSTER, geode:diamondgeode, 25, 1, 1
8103, none, boss_tools:moon, MONSTER, geode:coalgeode, 50, 1, 1
8104, none, boss_tools:moon, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8105, none, boss_tools:moon, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8106, none, boss_tools:moon, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8107, none, boss_tools:moon, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8108, none, boss_tools:moon, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8109, none, boss_tools:moon, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8110, none, boss_tools:moon, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8111, none, boss_tools:moon, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8112, none, boss_tools:moon, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8113, none, boss_tools:moon, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8114, none, boss_tools:moon, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8115, none, boss_tools:moon, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8116, none, boss_tools:moon, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8117, none, boss_tools:moon, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8118, none, boss_tools:moon, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8119, none, boss_tools:moon, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8120, none, boss_tools:moon, CREATURE, untitledduckmod:duck, 14, 4, 4
8121, none, boss_tools:moon, CREATURE, untitledduckmod:goose, 12, 4, 4
8122, none, boss_tools:mars, MONSTER, geode:redstonegeode, 30, 1, 1
8123, none, boss_tools:mars, MONSTER, geode:quartzgeode, 45, 1, 1
8124, none, boss_tools:mars, MONSTER, geode:lapisgeode, 35, 1, 1
8125, none, boss_tools:mars, MONSTER, geode:irongeode, 40, 1, 1
8126, none, boss_tools:mars, MONSTER, geode:goldgeode, 35, 1, 1
8127, none, boss_tools:mars, MONSTER, geode:glowstonegeode, 45, 1, 1
8128, none, boss_tools:mars, MONSTER, geode:emeraldgeode, 45, 1, 1
8129, none, boss_tools:mars, MONSTER, geode:diamondgeode, 25, 1, 1
8130, none, boss_tools:mars, MONSTER, geode:coalgeode, 50, 1, 1
8131, none, boss_tools:mars, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8132, none, boss_tools:mars, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8133, none, boss_tools:mars, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8134, none, boss_tools:mars, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8135, none, boss_tools:mars, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8136, none, boss_tools:mars, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8137, none, boss_tools:mars, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8138, none, boss_tools:mars, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8139, none, boss_tools:mars, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8140, none, boss_tools:mars, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8141, none, boss_tools:mars, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8142, none, boss_tools:mars, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8143, none, boss_tools:mars, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8144, none, boss_tools:mars, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8145, none, boss_tools:mars, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8146, none, boss_tools:mars, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8147, none, boss_tools:mars, CREATURE, untitledduckmod:duck, 14, 4, 4
8148, none, boss_tools:mars, CREATURE, untitledduckmod:goose, 12, 4, 4
8149, icy, boss_tools:mars_ice_spike, MONSTER, geode:redstonegeode, 30, 1, 1
8150, icy, boss_tools:mars_ice_spike, MONSTER, geode:quartzgeode, 45, 1, 1
8151, icy, boss_tools:mars_ice_spike, MONSTER, geode:lapisgeode, 35, 1, 1
8152, icy, boss_tools:mars_ice_spike, MONSTER, geode:irongeode, 40, 1, 1
8153, icy, boss_tools:mars_ice_spike, MONSTER, geode:goldgeode, 35, 1, 1
8154, icy, boss_tools:mars_ice_spike, MONSTER, geode:glowstonegeode, 45, 1, 1
8155, icy, boss_tools:mars_ice_spike, MONSTER, geode:emeraldgeode, 45, 1, 1
8156, icy, boss_tools:mars_ice_spike, MONSTER, geode:diamondgeode, 25, 1, 1
8157, icy, boss_tools:mars_ice_spike, MONSTER, geode:coalgeode, 50, 1, 1
8158, icy, boss_tools:mars_ice_spike, MONSTER, dungeonsmod:notehead, 5, 1, 1
8159, icy, boss_tools:mars_ice_spike, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
8160, icy, boss_tools:mars_ice_spike, MONSTER, dungeonsmod:pice, 5, 1, 2
8161, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8162, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8163, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8164, icy, boss_tools:mars_ice_spike, MONSTER, touhou_little_maid:fairy, 20, 2, 6
8165, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8166, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8167, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8168, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8169, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8170, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8171, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8172, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8173, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8174, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8175, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8176, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8177, icy, boss_tools:mars_ice_spike, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8178, icy, boss_tools:mars_ice_spike, CREATURE, untitledduckmod:duck, 14, 4, 4
8179, icy, boss_tools:mars_ice_spike, CREATURE, untitledduckmod:goose, 12, 4, 4
8180, none, boss_tools:venus, MONSTER, geode:redstonegeode, 30, 1, 1
8181, none, boss_tools:venus, MONSTER, geode:quartzgeode, 45, 1, 1
8182, none, boss_tools:venus, MONSTER, geode:lapisgeode, 35, 1, 1
8183, none, boss_tools:venus, MONSTER, geode:irongeode, 40, 1, 1
8184, none, boss_tools:venus, MONSTER, geode:goldgeode, 35, 1, 1
8185, none, boss_tools:venus, MONSTER, geode:glowstonegeode, 45, 1, 1
8186, none, boss_tools:venus, MONSTER, geode:emeraldgeode, 45, 1, 1
8187, none, boss_tools:venus, MONSTER, geode:diamondgeode, 25, 1, 1
8188, none, boss_tools:venus, MONSTER, geode:coalgeode, 50, 1, 1
8189, none, boss_tools:venus, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8190, none, boss_tools:venus, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8191, none, boss_tools:venus, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8192, none, boss_tools:venus, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8193, none, boss_tools:venus, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8194, none, boss_tools:venus, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8195, none, boss_tools:venus, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8196, none, boss_tools:venus, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8197, none, boss_tools:venus, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8198, none, boss_tools:venus, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8199, none, boss_tools:venus, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8200, none, boss_tools:venus, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8201, none, boss_tools:venus, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8202, none, boss_tools:venus, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8203, none, boss_tools:venus, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8204, none, boss_tools:venus, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8205, none, boss_tools:venus, CREATURE, untitledduckmod:duck, 14, 4, 4
8206, none, boss_tools:venus, CREATURE, untitledduckmod:goose, 12, 4, 4
8207, none, boss_tools:infernal_venus_barrens, MONSTER, geode:redstonegeode, 30, 1, 1
8208, none, boss_tools:infernal_venus_barrens, MONSTER, geode:quartzgeode, 45, 1, 1
8209, none, boss_tools:infernal_venus_barrens, MONSTER, geode:lapisgeode, 35, 1, 1
8210, none, boss_tools:infernal_venus_barrens, MONSTER, geode:irongeode, 40, 1, 1
8211, none, boss_tools:infernal_venus_barrens, MONSTER, geode:goldgeode, 35, 1, 1
8212, none, boss_tools:infernal_venus_barrens, MONSTER, geode:glowstonegeode, 45, 1, 1
8213, none, boss_tools:infernal_venus_barrens, MONSTER, geode:emeraldgeode, 45, 1, 1
8214, none, boss_tools:infernal_venus_barrens, MONSTER, geode:diamondgeode, 25, 1, 1
8215, none, boss_tools:infernal_venus_barrens, MONSTER, geode:coalgeode, 50, 1, 1
8216, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8217, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8218, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8219, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8220, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8221, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8222, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8223, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8224, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8225, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8226, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8227, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8228, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8229, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8230, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8231, none, boss_tools:infernal_venus_barrens, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8232, none, boss_tools:infernal_venus_barrens, CREATURE, untitledduckmod:duck, 14, 4, 4
8233, none, boss_tools:infernal_venus_barrens, CREATURE, untitledduckmod:goose, 12, 4, 4
8234, none, boss_tools:venus_hills, MONSTER, geode:redstonegeode, 30, 1, 1
8235, none, boss_tools:venus_hills, MONSTER, geode:quartzgeode, 45, 1, 1
8236, none, boss_tools:venus_hills, MONSTER, geode:lapisgeode, 35, 1, 1
8237, none, boss_tools:venus_hills, MONSTER, geode:irongeode, 40, 1, 1
8238, none, boss_tools:venus_hills, MONSTER, geode:goldgeode, 35, 1, 1
8239, none, boss_tools:venus_hills, MONSTER, geode:glowstonegeode, 45, 1, 1
8240, none, boss_tools:venus_hills, MONSTER, geode:emeraldgeode, 45, 1, 1
8241, none, boss_tools:venus_hills, MONSTER, geode:diamondgeode, 25, 1, 1
8242, none, boss_tools:venus_hills, MONSTER, geode:coalgeode, 50, 1, 1
8243, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8244, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8245, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8246, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8247, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8248, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8249, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8250, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8251, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8252, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8253, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8254, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8255, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8256, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8257, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8258, none, boss_tools:venus_hills, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8259, none, boss_tools:venus_hills, CREATURE, untitledduckmod:duck, 14, 4, 4
8260, none, boss_tools:venus_hills, CREATURE, untitledduckmod:goose, 12, 4, 4
8261, none, boss_tools:mercury, MONSTER, geode:redstonegeode, 30, 1, 1
8262, none, boss_tools:mercury, MONSTER, geode:quartzgeode, 45, 1, 1
8263, none, boss_tools:mercury, MONSTER, geode:lapisgeode, 35, 1, 1
8264, none, boss_tools:mercury, MONSTER, geode:irongeode, 40, 1, 1
8265, none, boss_tools:mercury, MONSTER, geode:goldgeode, 35, 1, 1
8266, none, boss_tools:mercury, MONSTER, geode:glowstonegeode, 45, 1, 1
8267, none, boss_tools:mercury, MONSTER, geode:emeraldgeode, 45, 1, 1
8268, none, boss_tools:mercury, MONSTER, geode:diamondgeode, 25, 1, 1
8269, none, boss_tools:mercury, MONSTER, geode:coalgeode, 50, 1, 1
8270, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8271, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8272, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8273, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8274, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8275, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8276, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8277, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8278, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8279, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8280, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8281, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8282, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8283, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8284, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8285, none, boss_tools:mercury, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8286, none, boss_tools:mercury, CREATURE, untitledduckmod:duck, 14, 4, 4
8287, none, boss_tools:mercury, CREATURE, untitledduckmod:goose, 12, 4, 4
8288, none, boss_tools:mercury_magma, MONSTER, geode:redstonegeode, 30, 1, 1
8289, none, boss_tools:mercury_magma, MONSTER, geode:quartzgeode, 45, 1, 1
8290, none, boss_tools:mercury_magma, MONSTER, geode:lapisgeode, 35, 1, 1
8291, none, boss_tools:mercury_magma, MONSTER, geode:irongeode, 40, 1, 1
8292, none, boss_tools:mercury_magma, MONSTER, geode:goldgeode, 35, 1, 1
8293, none, boss_tools:mercury_magma, MONSTER, geode:glowstonegeode, 45, 1, 1
8294, none, boss_tools:mercury_magma, MONSTER, geode:emeraldgeode, 45, 1, 1
8295, none, boss_tools:mercury_magma, MONSTER, geode:diamondgeode, 25, 1, 1
8296, none, boss_tools:mercury_magma, MONSTER, geode:coalgeode, 50, 1, 1
8297, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8298, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8299, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8300, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8301, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8302, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8303, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8304, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8305, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8306, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8307, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8308, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8309, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8310, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8311, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8312, none, boss_tools:mercury_magma, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8313, none, boss_tools:mercury_magma, CREATURE, untitledduckmod:duck, 14, 4, 4
8314, none, boss_tools:mercury_magma, CREATURE, untitledduckmod:goose, 12, 4, 4
8315, none, boss_tools:orbit, MONSTER, geode:redstonegeode, 30, 1, 1
8316, none, boss_tools:orbit, MONSTER, geode:quartzgeode, 45, 1, 1
8317, none, boss_tools:orbit, MONSTER, geode:lapisgeode, 35, 1, 1
8318, none, boss_tools:orbit, MONSTER, geode:irongeode, 40, 1, 1
8319, none, boss_tools:orbit, MONSTER, geode:goldgeode, 35, 1, 1
8320, none, boss_tools:orbit, MONSTER, geode:glowstonegeode, 45, 1, 1
8321, none, boss_tools:orbit, MONSTER, geode:emeraldgeode, 45, 1, 1
8322, none, boss_tools:orbit, MONSTER, geode:diamondgeode, 25, 1, 1
8323, none, boss_tools:orbit, MONSTER, geode:coalgeode, 50, 1, 1
8324, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:zombieswith_door, 16, 1, 1
8325, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:zombiesina_barrel, 20, 1, 1
8326, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:wither_strider, 24, 1, 1
8327, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8328, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
8329, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:seared_spirit, 5, 1, 1
8330, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:restless_spirit, 40, 1, 1
8331, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:phantom_creeper, 17, 1, 1
8332, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:nightmare_stalker, 7, 1, 1
8333, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 7, 1, 1
8334, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:dread_hound, 24, 3, 5
8335, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
8336, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8337, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
8338, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:bonescaller, 15, 1, 1
8339, none, boss_tools:orbit, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 1
8340, none, boss_tools:orbit, CREATURE, untitledduckmod:duck, 14, 4, 4
8341, none, boss_tools:orbit, CREATURE, untitledduckmod:goose, 12, 4, 4
8342, plains, byg:allium_fields, MONSTER, minecraft:spider, 30, 1, 2
8343, plains, byg:allium_fields, MONSTER, minecraft:zombie, 30, 1, 2
8344, plains, byg:allium_fields, MONSTER, minecraft:zombie_villager, 5, 1, 1
8345, plains, byg:allium_fields, MONSTER, minecraft:skeleton, 30, 1, 2
8346, plains, byg:allium_fields, MONSTER, minecraft:creeper, 30, 1, 2
8347, plains, byg:allium_fields, MONSTER, minecraft:slime, 30, 1, 2
8348, plains, byg:allium_fields, MONSTER, minecraft:enderman, 10, 1, 2
8349, plains, byg:allium_fields, MONSTER, minecraft:witch, 5, 1, 1
8350, plains, byg:allium_fields, MONSTER, minecraft:slime, 30, 1, 2
8351, plains, byg:allium_fields, MONSTER, geode:redstonegeode, 20, 1, 1
8352, plains, byg:allium_fields, MONSTER, geode:quartzgeode, 20, 1, 1
8353, plains, byg:allium_fields, MONSTER, geode:lapisgeode, 20, 1, 1
8354, plains, byg:allium_fields, MONSTER, geode:irongeode, 20, 1, 1
8355, plains, byg:allium_fields, MONSTER, geode:goldgeode, 20, 1, 1
8356, plains, byg:allium_fields, MONSTER, geode:glowstonegeode, 20, 1, 1
8357, plains, byg:allium_fields, MONSTER, geode:emeraldgeode, 20, 1, 1
8358, plains, byg:allium_fields, MONSTER, geode:diamondgeode, 25, 1, 1
8359, plains, byg:allium_fields, MONSTER, geode:coalgeode, 20, 1, 1
8360, plains, byg:allium_fields, MONSTER, alexsmobs:centipede_head, 8, 1, 1
8361, plains, byg:allium_fields, MONSTER, alexsmobs:centipede_head, 8, 1, 1
8362, plains, byg:allium_fields, MONSTER, dungeonsmod:mimic, 5, 1, 1
8363, plains, byg:allium_fields, MONSTER, touhou_little_maid:fairy, 30, 1, 2
8364, plains, byg:allium_fields, CREATURE, minecraft:sheep, 22, 2, 3
8365, plains, byg:allium_fields, CREATURE, minecraft:pig, 20, 2, 3
8366, plains, byg:allium_fields, CREATURE, minecraft:chicken, 20, 2, 3
8367, plains, byg:allium_fields, CREATURE, minecraft:cow, 18, 2, 3
8368, plains, byg:allium_fields, CREATURE, minecraft:horse, 25, 2, 3
8369, plains, byg:allium_fields, CREATURE, minecraft:donkey, 5, 1, 3
8370, plains, byg:allium_fields, CREATURE, exoticbirds:hummingbird, 18, 2, 3
8371, plains, byg:allium_fields, CREATURE, exoticbirds:peafowl, 6, 2, 3
8372, plains, byg:allium_fields, CREATURE, exoticbirds:cassowary, 5, 2, 3
8373, plains, byg:allium_fields, CREATURE, exoticbirds:pigeon, 12, 2, 3
8374, plains, byg:allium_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
8375, plains, byg:allium_fields, CREATURE, alexsmobs:crow, 10, 2, 2
8376, plains, byg:allium_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
8377, plains, byg:allium_fields, CREATURE, alexsmobs:crow, 10, 2, 2
8378, plains, byg:allium_fields, CREATURE, untitledduckmod:duck, 22, 1, 2
8379, plains, byg:allium_fields, CREATURE, untitledduckmod:goose, 22, 1, 2
8380, plains, byg:allium_fields, AMBIENT, minecraft:bat, 10, 1, 2
8381, plains, byg:allium_fields, AMBIENT, alexsmobs:fly, 5, 2, 3
